课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:31:56] 然后它总的长度的话是二六五幺，
[00:32:00] 那我们通过这两个字段的话，
[00:32:01] 就知道后边要传到网页文件的话，
[00:32:04] 它的总的这个文件大小的话，
[00:32:06] 就是二六五幺字节的这样一个大校，
[00:32:08] 那你的这个客户端这边接收的缓存区的话，
[00:32:12] 就需要这个接收这个二六五幺这个字节的这样一个对应的缓存，
[00:32:18] 那告诉客户端做好这个准备，
[00:32:20] 来接收后边这个文件的这个内容，
[00:32:23] 好，
[00:32:23] 那对于后面的文件内容的话，
[00:32:25] 我们看到他给出相应的两个这个信息，
[00:32:28] 一个信息的话，
[00:32:29] 就后面这个网页内容的话，
[00:32:31] 它是一个HT码的这样一个文本的这样一个对。
[00:32:34] 文本文件，
[00:32:35] 那你要基于SPM这样的格式的话，
[00:32:37] 来识别这段文字，
[00:32:39] 这段数据的内容，
[00:32:41] 然后第二个话告诉这个对应的这个客户端，
[00:32:44] 你要显示对应的字符和这内容的时候，
[00:32:47] 要按照哪种编码格式做正确的显示，
[00:32:50] 那比如中等的话，

--- 6 / 6 / 00:32:51 - 00:34:13 ---
[00:32:51] 我们用utf-八的话，
[00:32:53] 能够不会出现乱码的这样一个显示结果，
[00:32:56] 所以这两个信息的话，
[00:32:57] 要告诉客户端如何正确的显示后面的内容，
[00:33:00] 好那这下就是首付函，
[00:33:02] 首付函完了以后，
[00:33:03] 后面就具体要传送的这样一个网页文件，
[00:33:06] 那就把这个网页文件的话，
[00:33:07] 把它加在这个响应报告的最后，
[00:33:10] 作为他这样一个豹纹的这样一个实体来进行对应的传输，
[00:33:14] 那这个响应报了，
[00:33:16] 好，
[00:33:16] 那这些内容的话，
[00:33:17] 我们在后边实验二里边，
[00:33:19] 我们做实际的这样一个这个数据包的，
[00:33:22] 这抓取的时候，
[00:33:22] 我们能够看到这样一些显著的内容。
[00:33:27] 那这个话就是HTP的请求报文和响应报文，
[00:33:30] 那通过豹文的方式的话，
[00:33:32] 在你的客户端和服务器之间的话，
[00:33:34] 就进行相应HTP的这样一个交互，
[00:33:37] 好，
[00:33:38] 那这是对应的这个IGP报文，
[00:33:41] 请求报文和响应报文，
[00:33:42] 那对于请求报文响应报文的语法和语义的话，
[00:33:45] 希望大家有一个清晰的一个认识，
[00:33:47] 那后续的话，
[00:33:48] 配合着我们试验二的内容的话，
[00:33:50] 加深一下对于GHP和响应报文的这样一个这个认识，
[00:33:56] 那我们HTP协议的话，
[00:33:57] 就包含了前面的HTP的连接，
[00:33:59] 然后包含了HTTP请求报名的格式，
[00:34:02] HP响应报文的格式，
[00:34:05] 以及这些报文格式里边对应的所不含的这样一些这个语义的内容。
[00:34:12] 好，

--- 6 / 6 / 00:34:13 - 00:35:30 ---
[00:34:13] 那如果你要自己来测试HTTP的这样一个这个交付的话，
[00:34:17] 可以通过这样一些方式，
[00:34:19] 那早期的话，
[00:34:20] 我们可以通过t net，
[00:34:21] 那我们t net的话来登录到web服务器上面，
[00:34:24] 登录到八零端口的这样一个看带等自服务器上面，
[00:34:27] 好啊，
[00:34:29] 那以后的话，
[00:34:30] 我们基于探他的这连接以后，
[00:34:32] 可以发get的这样一个指令，
[00:34:33] 那我们get指令的话，
[00:34:34] 碰到相当于我们自己手动的来生成一个这个请求告呢，
[00:34:38] 第一行的话，
[00:34:39] 我们写一下对应的请求函，
[00:34:41] 然后我们再给他一个头部字段，
[00:34:43] 那通过这两句话告诉这个我的这个TCP连接，
[00:34:46] 我要访问的是这个主机对应的这个首页的内容，
[00:34:51] 然后以STP一点一的方式来返还对应的网页内容，
[00:34:54] 那做了这样一个指令以后的话，
[00:34:57] 服务器收到以后就会把对应的网页内容返还给你，
[00:35:01] 好，
[00:35:02] 那那下来的话，
[00:35:03] 自己在命令行界面上来做这样一个这个测试，
[00:35:07] 那前以前的话，
[00:35:09] 这个测试的话很容易得到这个正确的结果，
[00:35:12] 当然最近的话。
[00:35:13] 最近几年的话，
[00:35:14] 因为大量这个网站服务器都已经从HBP的话升级到hps了，
[00:35:20] 而且的话对安全方面做了相应的控制，
[00:35:22] 所以的话你做这样的测试的话，
[00:35:24] 很难得到对应的测试结果，
[00:35:26] 所以的话大家知道一下就行了，
[00:35:28] 如果你要自己来测试的话，

--- 6 / 6 / 00:35:30 - 00:36:53 ---
[00:35:30] 可以采取这个我们在实验二里边给大家介介绍的这个vish的这个软件，
[00:35:36] 这个软件的话能够很好的抓到HTTP这样一个请求报纹和响应报文，
[00:35:42] 好那另外一种方式的话，
[00:35:43] 你可以用这个cur的这样一个指令，
[00:35:46] 那这个指令的话也是一个STTB的客户端的这样的工具，
[00:35:51] 那通过这个工具的话，
[00:35:52] 你可以很好的抓到这个客户端，
[00:35:55] 服务器返还的这个响音报呢，
[00:35:57] 那比如说你现在要访问，
[00:35:59] 看一下百度给你返回的这个响应报的，
[00:36:02] 那就可以用这个CR来加上杠I的这样一个指令，
[00:36:05] 那服务器收到这个指令以后，
[00:36:07] 就会把对应的首页的这样一个这个网页文件化返还给你。
[00:36:12] 就看到这个面容了，
[00:36:14] 那下面的话是一些其他的这样一些指令，
[00:36:16] 大家感兴趣的话，
[00:36:17] 可以下来自己执行一下，
[00:36:18] 那我们就不再展开来讲了，
[00:36:20] 那我们看一下，
[00:36:21] 那么我们看到对应的，
[00:36:23] 这个比如说你百分百度，
[00:36:24] 那我们在原来在二三年的话，
[00:36:28] 我们做了个测试，
[00:36:29] 然后返还了这个对应的内容的话，
[00:36:31] 是这些内容，
[00:36:32] 后面的话是具体的网页的这些内容，
[00:36:35] 好，
[00:36:36] 那这是对应的这个小樱桃，
[00:36:39] 那今天中中午的话，
[00:36:40] 我就做了测试，
[00:36:41] 那他返还内容话是这样的内容是吧，
[00:36:45] 它还是有些基本的一个区别，
[00:36:47] 那我们对于小音报而言的话，
[00:36:49] 我们希望大家一定要认识它对应的响应的这个函的具体内容，

--- 6 / 6 / 00:36:53 - 00:38:19 ---
[00:36:53] 那后边第二些这个首部字段的内容的话，
[00:36:57] 大家尽量这个能识别就识别，
[00:36:59] 这个尽量知道一下它所表达的含义就行了，
[00:37:04] 因为这个不同的这个word服务器，
[00:37:06] 它可能返还的响应报文的话，
[00:37:09] 内容的话会有一些区别，
[00:37:11] 那主体内容的话，
[00:37:12] 大家能够基本。
[00:37:13] 那知道它代表含义就行了，
[00:37:15] 那我们看一下它返还的响应的范围，
[00:37:17] 那前面是这个响应的这个行，
[00:37:20] 然后这条话是守护行，
[00:37:21] 那我么到北色换行以后，
[00:37:23] 后边这个内容的话，
[00:37:24] 我们看到SSPR开始，
[00:37:26] SSPR结束，
[00:37:27] 那它就是一个对应的SSP码文件的这个具体内容，
[00:37:31] 加到了这个小型报纹目标，
[00:37:34] 好，
[00:37:34] 那就是对应的这个响音报的好，
[00:37:37] 那对于HTBA的这个协议的话，
[00:37:40] 我们就希望大家掌握请求报文响应报文的具体的语法和语义的内容，
[00:37:45] 以及我们前面讲到的HTP的交付，
[00:37:47] 或者里边HTTP的这样一个持久连接和非持有连接，
[00:37:51] 那把这些机制的话给它搞清楚好，
[00:37:55] 那么接下来我们再讲几个对应的这个HTV的这样一些相关的这样一些机制，
[00:38:00] 那前面我们讲到了基本的HT，
[00:38:04] 它是一种无状态的这样一种这个交付的这样一个协议，
[00:38:08] 就是说在服务器这端不会主动的为这个客户端的话保留他的。
[00:38:13] 状态信息，
[00:38:14] 以便你的客户端，
[00:38:15] 你的服务器的话，
[00:38:16] 能够接收更多的TCP连接，

--- 6 / 6 / 00:38:19 - 00:39:44 ---
[00:38:19] 然后的话能为更多的这客户端的话提供服务，
[00:38:23] 那是最基本的情况，
[00:38:24] 但是的话，
[00:38:25] 随着web的应用不断的这个发展以后的话，
[00:38:28] 这个。
[00:38:30] 灌输啊，
[00:38:31] 就会发现，
[00:38:32] 在这个word应用里边存在一种特殊的需求，
[00:38:35] 就如说某些网站，
[00:38:36] 网站的这个应用，
[00:38:38] 他已经这个在这个web这个网页服务器之上的话，
[00:38:43] 增加了很多的这样一些新的功能，
[00:38:46] 那比如说有些对应的外B的服务器，
[00:38:48] 他要求用户的话，
[00:38:50] 进行这个账号的这个注册，
[00:38:52] 然后的话，
[00:38:53] 基于用户的这个账号密码以后的话，
[00:38:56] 把一些特殊内容的话显示给这些用户，
[00:38:59] 也就说某一些资源化是只有注册用户才能够访问的资源，
[00:39:04] 那有一些对应的这样一些操作的话，
[00:39:07] 是有特定的有权限的用户的话，
[00:39:09] 才能够进行相应的操作，
[00:39:11] 那有了这样一些需求以后的话，
[00:39:13] 就意味着你的服务器这一边需要能够识别客户端的身份，
[00:39:18] 然后的话，
[00:39:19] 基于客户端身份的话，
[00:39:20] 给出对应的这样的一些响应报文的这样一个回应，
[00:39:24] 所以的话，
[00:39:25] 在这种情况下的话，
[00:39:26] 在基本的HTP一个机制这机。
[00:39:30] 热化称为cookie的这样一个机制，
[00:39:33] 那所谓cookie的话，
[00:39:34] 就是在你的这个客观主机上面所保存的一小段这个对应的这个数据，
[00:39:41] 那通过这个数据以后，
[00:39:44] 这个数据的话，

--- 6 / 6 / 00:39:44 - 00:41:06 ---
[00:39:44] 最早的话是由服务器来返还给这个客户端的，
[00:39:48] 那客户端收到这样一个库比数据以后，
[00:39:50] 把这个数据的话，
[00:39:51] 保存在浏览器指定的目录项，
[00:39:54] 然后的话，
[00:39:56] 后面的所有的你服务器之间交付的话，
[00:39:59] 都会把这样一个cookie文件的话，
[00:40:01] 带在他的请求报文里边，
[00:40:03] 那这样的话，
[00:40:04] 这个请求报告的话，
[00:40:05] 就拥有了一个对应的身份，
[00:40:08] 然后的话，
[00:40:08] 服务器收到带身份的这样一个请求以后的话，
[00:40:11] 就能够有针对性的给出相应的响应报文，
[00:40:15] 那另外就cookie机制的一个基本的这样一个这个原理，
[00:40:20] 所化控译机制呢，
[00:40:21] 最主要的目的的话，
[00:40:23] 就是来帮助服务器的话，
[00:40:24] 你没有记住用户，
[00:40:26] 然后基于用户的这个身份的话，
[00:40:27] 给出相应的响应报的，
[00:40:29] 那我们看一下。
[00:40:30] 不给机制的一个四个组成部分，
[00:40:33] 那首先的话，
[00:40:34] 在第一次交付的行过程里边，
[00:40:36] 那比如说你现在的话，
[00:40:38] 第一次访问了某一个这个网站的服务器，
[00:40:41] 然后网站服务器识别到你的第一次这个访问，
[00:40:45] 然后的话在它响应报能里边的话，
[00:40:48] 就会加上一个对应的cook字段，
[00:40:50] 在首付行里边，
[00:40:52] 然后这空气自动化是对于你这个用户给到一个唯一的这样一个ID，
[00:40:57] 给到这个对应的这个客户端，
[00:41:00] 然后的话HTP请求HTP的客户端的话，
[00:41:03] 就会把cookie的这样个文件的话保存在他本地，

--- 6 / 6 / 00:41:07 - 00:42:28 ---
[00:41:07] 然后下一次他向相同的类服务器的话发出请求报文的时候，
[00:41:11] 就要在他请求报文里边加上一个对应的cook，
[00:41:15] 文件内容的这样一个守护函，
[00:41:17] 在这个请求字段，
[00:41:18] 请求的这个，
[00:41:20] 它对应的情急报文里边，
[00:41:22] 那这样的话，
[00:41:22] 这个。
[00:41:24] 对应的这个word服务器站点的话，
[00:41:28] 收到这样一个带cookie的这样一个请求的这样一个这个报文以后的话，
[00:41:32] 就来识别客户端的身份，
[00:41:34] 然后的话检索他在后端数据库里边记录的这个用户身份这样一些数据内容，
[00:41:40] 然后给出针对于这个身份的这样一个回应，
[00:41:43] 所以我们看到在这过程里边，
[00:41:45] 你的客户端这边要能够允许cookie文件的话保存，
[00:41:49] 然后的话，
[00:41:50] Web服务器的话，
[00:41:51] 要能够把用户的ID的话，
[00:41:54] 在后台的数据库里面做相应的记录好，
[00:41:57] 那就是对应cookie的这样一个机制，
[00:41:59] 所以cookie机制的话，
[00:42:00] 它主要是用于一些需要识别用户身份的这样一些网站，
[00:42:05] 那我们一般情况下的话，
[00:42:06] 现在大部分的这样一些web的服务器的话，
[00:42:09] 都有这个账号和登录的这个功能，
[00:42:13] 所以的话，
[00:42:13] 他都需要来采集你的用户的这样一些数据，
[00:42:16] 那好一些的，
[00:42:17] 这个word服务器的话，
[00:42:20] 会在第一次访问的时候给你一个提示，
[00:42:22] 告诉你你的这个沃尔服。
[00:42:24] 器需要采集你的这样一用户信息，
[00:42:27] 用以识别你的身份，

--- 6 / 6 / 00:42:28 - 00:43:52 ---
[00:42:28] 然后问你要不要接受，
[00:42:30] 然后你点接受的话，
[00:42:32] 他会发cookie给你，
[00:42:34] 那有些比较这个不公开的这样一些网站的话，
[00:42:38] 会隐藏着这样一些交付，
[00:42:40] 它不会这个显示的来问你是否同意收集采集用户信息，
[00:42:45] 他会这个在底层的话来做这样一些交付，
[00:42:48] 那这一的话就是基本的一个cookie的一个交付，
[00:42:51] 那我们看一下一个事例，
[00:42:52] 那我书上的话讲的这样的事例，
[00:42:54] 他说这个有一个这个叫苏SAN的这样一个这个用户，
[00:42:58] 然后他用同一个这个主机，
[00:43:01] 然后用IE浏览器的话来上网，
[00:43:04] 然他第一次访问了一个使用这个cookie功能的这样一个这个电子邮件的这样一个电子商务的这样一个网站，
[00:43:11] 那当最初的HTTP请求到达服务器以后的话，
[00:43:14] 这个web站点的话，
[00:43:16] 就会为这个用户的话产生一个唯一的ID，
[00:43:19] 然后的话以这个ID的话作为缩引，
[00:43:22] 然后在后端数据库里边形成一个对应的。
[00:43:24] 数据库的记录项，
[00:43:25] 记录了对应的这唯一的ID，
[00:43:28] 然后的话在当数后台数据库里边把它记录下来，
[00:43:31] 然后后边你对于这个用户在这个网站上面这样一些行为和动作的话，
[00:43:36] 就把它记到这个数据库里边，
[00:43:38] 来识别用户的这样一个身份。
[00:43:41] 那我们会看到他基本的这样一个交付的这样一个行为，
[00:43:44] 那我们看到用户第一次输的零个用户，
[00:43:47] 我们看到他在这个对应的本地这个地方，
[00:43:50] 它这样一个cookie库里边，
[00:43:52] 他原来的话，

--- 6 / 6 / 00:43:52 - 00:45:10 ---
[00:43:52] 他访问的这个eBay的这样一个对应的购物网站，
[00:43:56] 所以他已经有了一个原来的这样一个规议文件，
[00:43:59] 当然现在的话，
[00:44:00] 现在版问的是这个亚马逊的这样一个电子客物的这样一个服务器，
[00:44:05] 那他是第一次访问，
[00:44:06] 那他通过请求包文的方式的话来访问到这个服务器，
[00:44:10] 然后的话，
[00:44:11] 服务器就会为这个第一次访问的这个弱化申成一个唯一的ID，
[00:44:15] 那看到幺六七九这样个ID，
[00:44:17] 然后把它写入到后端的数据库里面，
[00:44:19] 对用户身份进行识别，
[00:44:21] 然后它会在对应的响情报本里边增加一个对应的是不含自段，
[00:44:25] 所以said cookie的这样一个是不含的字段，
[00:44:28] 然后把它分配给这个客户，
[00:44:30] 客户的这样一个唯一的ID号的话，
[00:44:32] 返还给这个对应的这个这个客户端，
[00:44:36] 那客户端的话就会把这样的会议文件的话在他本地保存下来。
[00:44:41] 保存下来，
[00:44:41] 一般的话，
[00:44:42] 浏览器会有个指定的目录来保存这样一个出题文件，
[00:44:45] 那就保存下来，
[00:44:47] 那我们看到保存下来的话，
[00:44:48] 就我把证亚马逊，
[00:44:49] 然后我的这个cookie的这样一个ID号的话是幺六七九幺六七八，
[00:44:54] 然后隔一段时间以后，
[00:44:56] 这个用户的话，
[00:44:57] 再次向这个亚马逊的服务器的话，
[00:45:00] 进行了一个对应的HTK的这样一个请求报文，
[00:45:03] 那这请求报文的话，
[00:45:04] 它识别到本地的话，
[00:45:05] 已经保存了相同这些网站的酷议文件，
[00:45:08] 那他就把酷比文件里面这个ID的话，

--- 6 / 6 / 00:45:10 - 00:46:26 ---
[00:45:10] 在这个请求报表里边生成一个对应的首付函，
[00:45:14] 写清楚cookie，
[00:45:15] 然后它对应的ID号是多少，
[00:45:16] 那带着这样一个归矩自砖的这样一个P的请求包门的话，
[00:45:20] 就会被足球码识别出来，
[00:45:22] 那知道这个用户的话，
[00:45:24] 是幺六七九编号的这个用户来访问我的这样一个站点，
[00:45:27] 那如果他是有一个这个注册的这样个用户，
[00:45:30] 那他就可以，
[00:45:31] 基于这样的身份识别化，
[00:45:33] 比如说来访问他的购物车，
[00:45:35] 访问他账号，
[00:45:36] 来做出相应的这样一些进一步的这样一个基于万法的这样一个交付的这样一个行为。
[00:45:41] 好，
[00:45:41] 那我们看到在这个过程里边的话，
[00:45:43] 服务器的话，
[00:45:44] 就是基于用户的这样一个交付的行为的话，
[00:45:46] 来返还对应的这样一个请求报复，
[00:45:49] 好那我们看到一个星期以后的话，
[00:45:51] 他同样来访问对应的这样一个这个亚马逊的这样一个购物这样一个服务器，
[00:45:57] 那我们看到U于R本身已经缓存了这样一个cookie的文件，
[00:46:00] 所以下一次返还过程里边发发出请求包容话，
[00:46:04] 同样会带上cook的字段，
[00:46:06] 让这个服务器网能够识别到他的身份，
[00:46:08] 那识别了身份以后的话，
[00:46:10] 就可在这个电子商务的这个网站上面的话，
[00:46:12] 来做进一步的这样一些操作，
[00:46:14] 好那这是cookie的这样一个机制，
[00:46:18] 好那有了库理知识以后，
[00:46:19] 我们就可以在这个HV的这样一个协议的基础上的话，
[00:46:23] 让客户端和服务器的话，
[00:46:24] 能够识别到对方的这样一个身份，

--- 6 / 6 / 00:46:26 - 00:47:43 ---
[00:46:26] 然后会有进一步的电子商务的这样一些对应的这个基于word的这样一些这个应用的话，
[00:46:33] 就有了进一步的这样一种这个功能的这样扩展，
[00:46:36] 好那我们看到服务羲极端的话能够通过企求报表里。
[00:46:41] 比方说写的cookie自段的这个内容的话，
[00:46:43] 对于用户身份的话做相应的识别，
[00:46:48] 好那cookie的话能够带为我们带来些什么好处呢？
[00:46:51] 比如说能够做用户身份的识别，
[00:46:53] 然后在电子商务的这过程里边，
[00:46:55] 能够给出相应购物车，
[00:46:57] 或者根据用户的这样一些浏览行为的话，
[00:47:00] 给出相应的这样一个有针对性的这样一个推荐，
[00:47:03] 或者是你在进行电子邮件的发送过程里边，
[00:47:06] 能够识别你的身份，
[00:47:07] 然后让你能够发送电子邮件，
[00:47:10] 好那在这过程里边处理机制的话，
[00:47:13] 如何保持你的客户端和服务器这些状态，
[00:47:16] 那我们看到它需要通过协议端的这样一个节点，
[00:47:19] 在多个事物上话，
[00:47:20] 在发送单和接收单之间保存它对应的cookie的这样一个状态，
[00:47:25] 然后的话，
[00:47:25] 在交付过程里边有库理机制的话，
[00:47:28] 你的请求报纹和响应报文的话，
[00:47:30] 需要加上对应的这个状态这样一些信息，
[00:47:34] 好，
[00:47:34] 我们今天就讲到这儿，
[00:47:36] 下周的话大家到实验科里边，
[00:47:38] 我们做一下实践，
[00:47:39] 看一下实际的这个APP报告。
[00:47:41] 请求们大家下课吧。

--- 6 / 7 / 00:01:12 - 00:02:48 ---
[00:01:12] 好，
[00:01:14] 我们继续开始内容，
[00:01:16] 那下节课我们对应用层我们开了个头，
[00:01:19] 那我们讲到了我们在运用城里边，
[00:01:23] 我们要使用计算机网络，
[00:01:24] 那最直接的方式的话，
[00:01:26] 就开发出一个网络应用程序来，
[00:01:28] 然后借助于网络应用程序的话来使用计算机网络，
[00:01:32] 那我们如何让网络应用程序的话正确使用这个计算机网络呢？
[00:01:38] 需要对应的应用程序里边做相应的这样一个设计，
[00:01:44] 那设计的话，
[00:01:45] 我们需要做这样一个设计，
[00:01:47] 你开发一个用软件，
[00:01:48] 不管用哪一种编程语言，
[00:01:50] 开发收银软件以后，
[00:01:52] 那你首先通过对应的一些编程实现你的软件一些功能，
[00:01:58] 把这功能把它设计出来，
[00:02:00] 然后你的软件有了功能以后，
[00:02:02] 你的软件需要用这个网络，
[00:02:05] 那这时候的话，
[00:02:06] 就需要来做一个特殊的开发，
[00:02:09] 我们称为so的开发，
[00:02:11] 那我们在上节课我们讲到了说。
[00:02:13] 那所谓rock的话，
[00:02:15] 就是你的应用层和传输层之间的一个接口，
[00:02:19] 那我们通过这个接口以后，
[00:02:21] 把你在这个应用层里边产生的数据传到传输层里边，
[00:02:26] 然后借助于操作系统所提供的传输层，
[00:02:30] 网络层、
[00:02:31] 数据六层和对应的物理层，
[00:02:34] 它有这样一个网络基础设施的这样一个服务，
[00:02:37] 然后正确的来使用它，
[00:02:39] 那就能够实现在不同的主机之间，
[00:02:43] 然后的话进程之间的一个通信。
[00:02:46] 好，
[00:02:47] 那了解这些以后，

--- 6 / 7 / 00:02:48 - 00:04:08 ---
[00:02:48] 我们来看一下，
[00:02:48] 那我们借助于socket，
[00:02:50] 那一般的话，
[00:02:51] 不同的编程语言都会提供一些网络编程的这样一些接口函数，
[00:02:57] 那比如说我们现在有一个so的接口函数，
[00:03:00] 它有一个对应的参数的这样一个括号，
[00:03:04] 它里边有多个参数，
[00:03:06] 那你的函数里传很多参数给这个对应的函数，
[00:03:10] 那大家想一下，
[00:03:11] 如果我们有这样一个soet的这样一个函数，
[00:03:14] 我们要传参数过去，
[00:03:15] 那你的参数里边至少应该包含哪三个内容？
[00:03:21] 那第一个内容肯定是你要从应用层传到数据链用层的数据报文，
[00:03:26] 对吧？
[00:03:26] 这个报文的话，
[00:03:28] 你通过某一种应用层的协议把封装出来，
[00:03:31] 形成你要传输的数据，
[00:03:32] 这个数据你要通过对应的承接的接口的话传到传输层去，
[00:03:37] 对吧？
[00:03:38] 所以的话，
[00:03:38] 你的这样一个so的这样一个函数，
[00:03:41] 它的第一个参数一定是你要传递给传输层的这个数据报文，
[00:03:46] 对吧？
[00:03:46] 然后第二个你需要第二个参数，
[00:03:49] 你应该设什么？
[00:03:52] 我现在要传数据报文，
[00:03:54] 我知道了，
[00:03:55] 我传过去了，
[00:03:56] 传递下去了，
[00:03:57] 那第二个的话，
[00:03:58] 我们要实现进程之间通信，
[00:04:00] 那第二个你还需要有什么东西，
[00:04:02] 你需要能够识别不同的进程，
[00:04:04] 对吧？
[00:04:05] 找到正确的这个进程，
[00:04:07] 对吧，
[00:04:08] 是吧，

--- 6 / 7 / 00:04:08 - 00:05:43 ---
[00:04:08] 你需要把进程的标识符给它传进去，
[00:04:12] 你需要把你要访问每一个对方主机，
[00:04:15] 每个对方主机的进程，
[00:04:17] 那你需要把对应的IP地址，
[00:04:19] 需要把相应的端口给他传递过去，
[00:04:22] 对吧？
[00:04:22] 告诉这个传输层，
[00:04:24] 我现在要访问哪个主机，
[00:04:25] 然后要和哪一个进程进行通信，
[00:04:28] 所外把IP地址和端口传过去，
[00:04:31] 那第三个你需要做什么事情？
[00:04:34] 那我们讲到的地方，
[00:04:35] 我们在传输层有两种服务，
[00:04:38] 一种是面向连接的可靠数据传输，
[00:04:41] 另外一种文化是不可靠的数据传输，
[00:04:45] 那你要告诉传输层，
[00:04:46] 你希望我在我使用网络的时候用哪一种这个传输质量的这样一个服务，
[00:04:53] 所以你需要来指定传输层要用TCP协议还是UDB协议，
[00:04:58] 所然你要把这个传递下去。
[00:05:00] 所以后面我们在最后一节来讲so的编程的时候，
[00:05:04] 大家就会看到我调用cook的函数以后，
[00:05:07] 我需要在参数里边来做相应的这样一些设置，
[00:05:11] 然后帮助我的这样一个应用程序的话，
[00:05:14] 把对应的数据报文正确的传递到传输层列表，
[00:05:17] 然后正确的传递给正确的这样一个进程，
[00:05:21] 然后的话在传输层里边要使用哪一种这个服务的这样一个协议，
[00:05:27] 所以的话，
[00:05:27] 我需要做这样一些设计。
[00:05:29] 那我们在上节课我们最后讲到了，
[00:05:32] 而我们在传输输据传输层里边能够提供哪些类型的这样一些服务，
[00:05:37] 那我们也讲了，
[00:05:38] 对于网络应用而言，
[00:05:39] 它需要哪些应用的这样一些传输层的服务，

--- 6 / 7 / 00:05:43 - 00:07:19 ---
[00:05:43] 但是我们会看到在实际的这个互联网里边儿，
[00:05:47] 在传输层里边，
[00:05:49] 它只能够最多能够保证是可靠数据传输的这样一个服务质量来保证，
[00:05:54] 那对于其他的一些需要对应的带宽保证，
[00:05:57] 时延保证，
[00:05:58] 安全保证的话，
[00:06:01] 对于计算机网络而言，
[00:06:03] 对因特网而言，
[00:06:04] 传输层的话是不具备这样一种服务能力的，
[00:06:08] 那如果不具备这样服务能力的话，
[00:06:10] 我们就需要，
[00:06:10] 如果确实需要这样一些能力，
[00:06:13] 那我们就只有在应用层面面通过程序开发的方式，
[00:06:17] 然后的话，
[00:06:18] 把这些能力的话，
[00:06:19] 给他加到这应用程序里边来，
[00:06:22] 所以我们会看到基于它传输层的这样一些这个服务质量以后我们开发一些对应的特。
[00:06:30] 输入的应用程序的话，
[00:06:31] 我们可以在应用层里边儿来为用户话提供更加良好的这样一些对应的服务质量好，
[00:06:39] 那我们再上节课，
[00:06:40] 最后我们讲到了对于传输成氧化，
[00:06:42] 它提供了TCP协议为主的服务，
[00:06:44] 以及udp协议为主的这样一个服务，
[00:06:46] 那我们会看到他TCP提供的是可靠数据传输，
[00:06:50] 那udp的话提供是不可靠数据传输，
[00:06:53] 那在实现广告数据传输的过程里面，
[00:06:56] 但它是没有任何的这样一些对应的都质量保证的。
[00:07:05] 那我们为什么要设计这种udp的这样一种这个服务呢？
[00:07:09] 是因为我们在数据传输的过程里边儿，
[00:07:13] 我们肯定是有一种需求的，
[00:07:15] 就希望我所发出去的数据，
[00:07:17] 如果我现在数据量非常大，

--- 6 / 7 / 00:07:19 - 00:08:45 ---
[00:07:19] 那即使数据丢失了也没关系，
[00:07:21] 但是我希望是以最快的速度能够把它发出去，
[00:07:25] 那我们看到对于可靠数据传输而言，
[00:07:29] 他要建立整套数据传输，
[00:07:30] 它需要建立连接，
[00:07:32] 然后需要做流量控制，
[00:07:34] 需要做音色控制，
[00:07:35] 那每一种对应的控制机制与对应的连接保证的话，
[00:07:39] 都需要消耗一定的时间，
[00:07:42] 然后有这样一些机制建立起来以后，
[00:07:44] 做了对应这样一个控制设施控制的这样一个机制的实施的话，
[00:07:49] 都会消耗一定的时间，
[00:07:51] 所以的话一定要等待连接建立好，
[00:07:53] 然后通过流量控制，
[00:07:55] 用这个控制把对应的发送窗口的大小固定好以后，
[00:07:58] 你才能够发这个数据，
[00:08:01] 它会消耗很长的这样一个时间，
[00:08:03] 那对于需要以尽快的速度来。
[00:08:05] 开发的这样一种数据而言的话，
[00:08:08] 显然可靠数据传输再提供可靠性的同时的话，
[00:08:11] 也会带来对应传输的这样一个速度的这样传输时间的这样一个延长，
[00:08:17] 所以的话。
[00:08:19] 对于不需要可靠数据传输，
[00:08:21] 而又希望能够尽快速度来发送对应的数据的这样的这个应用而言的话，
[00:08:27] 就需要udp的服务，
[00:08:28] 所以要在传输层里边，
[00:08:30] 最终的话，
[00:08:31] 在计算机网络的发展过程里边，
[00:08:33] 最终我们的数据传输层里面就只有两个传输生产协议，
[00:08:36] 一个TCP协议，
[00:08:37] 一个是UDB协议，
[00:08:39] 那在长期运行的过程里边，
[00:08:41] 也证明了有这两种对应的传输层的服务质量，

--- 6 / 7 / 00:08:45 - 00:10:16 ---
[00:08:45] 再加上你在应用层里边做了特殊开发，
[00:08:47] 就足以满足我们在应用层里边前面讲到四个层面的这样一个对应的服务质量这样一个保障。
[00:08:54] 好，
[00:08:56] 大家理解一下，
[00:08:57] 传输层有这样两种不同的这样一个服务，
[00:09:00] 那么在开发应用程序的时候，
[00:09:01] 我们通过承接的套间字进行相应的这样一个这个网络的这样一个交付的过程，
[00:09:07] 里边的话，
[00:09:08] 就需要通过参数的话来明确的指明我的传输层到底要用TCP还是udp，
[00:09:14] 所以后面我们的编程的时候，
